"x","route","0%","1%","2%","3%","4%","5%","6%","7%","8%","9%","10%","11%","12%","13%","14%","15%","16%","17%","18%","19%","20%","21%","22%","23%","24%","25%","26%","27%","28%","29%","30%","31%","32%","33%","34%","35%","36%","37%","38%","39%","40%","41%","42%","43%","44%","45%","46%","47%","48%","49%","50%","51%","52%","53%","54%","55%","56%","57%","58%","59%","60%","61%","62%","63%","64%","65%","66%","67%","68%","69%","70%","71%","72%","73%","74%","75%","76%","77%","78%","79%","80%","81%","82%","83%","84%","85%","86%","87%","88%","89%","90%","91%","92%","93%","94%","95%","96%","97%","98%","99%","100%"
"1","01",-59.2166666666667,-40.28,-34.6833333333333,-30.47,-27.7766666666667,-25.7,-23.8166666666667,-22.06,-20.7366666666667,-19.7833333333333,-18.85,-18.0833333333333,-17.2,-16.5666666666667,-15.7333333333333,-14.9333333333333,-14.2566666666667,-13.6666666666667,-13.0833333333333,-12.5833333333333,-12.1,-11.6666666666667,-11.25,-10.9,-10.5266666666667,-10.2,-9.84,-9.48333333333333,-9.13333333333333,-8.81666666666667,-8.5,-8.2,-7.95,-7.71666666666667,-7.5,-7.26666666666667,-7.01666666666667,-6.73333333333333,-6.48333333333333,-6.2,-5.95,-5.76666666666667,-5.48333333333333,-5.26666666666667,-5.05,-4.85,-4.66666666666667,-4.45,-4.26666666666667,-4.1,-3.91666666666667,-3.76666666666667,-3.61666666666667,-3.45,-3.26666666666667,-3.1,-2.93333333333333,-2.78333333333333,-2.61666666666667,-2.46666666666667,-2.31666666666667,-2.16666666666667,-2.03333333333333,-1.91666666666667,-1.78333333333333,-1.61666666666667,-1.47333333333333,-1.32999999999999,-1.21666666666667,-1.06666666666667,-0.9,-0.783333333333333,-0.65,-0.516666666666667,-0.366666666666667,-0.25,-0.1,0.0666666666666667,0.216666666666667,0.366666666666667,0.533333333333333,0.716666666666667,0.9,1.06666666666667,1.31666666666667,1.55,1.83333333333333,2.11666666666667,2.41333333333332,2.75,3.18333333333333,3.66666666666667,4.18333333333333,4.76333333333335,5.53000000000005,6.41666666666667,7.56666666666667,9.48333333333333,11.76,16.15,39
"2","04",-46.7833333333333,-34.542,-27.5996666666667,-24.5165,-20.35,-19.0491666666667,-17.8256666666667,-17.01,-15.634,-14.9603333333333,-14.01,-13.5081666666667,-13.1013333333333,-12.289,-11.7376666666667,-11.4666666666667,-10.9406666666667,-10.5853333333333,-10.2666666666667,-10.0236666666667,-9.71,-9.45,-9.199,-8.99516666666667,-8.736,-8.35,-8.02233333333333,-7.75,-7.55866666666667,-7.33516666666667,-7.01833333333333,-6.67416666666667,-6.31466666666667,-5.98916666666666,-5.755,-5.47166666666667,-5.28733333333333,-5.14716666666667,-5.01666666666667,-4.95,-4.76666666666667,-4.52933333333333,-4.39266666666667,-4.03516666666667,-3.83066666666667,-3.5425,-3.28566666666667,-3.1955,-3.06066666666667,-2.88333333333333,-2.7,-2.53333333333333,-2.384,-2.28333333333333,-2.12866666666667,-2.03333333333333,-1.76733333333333,-1.57716666666667,-1.374,-1.23016666666667,-1.11666666666667,-1.01633333333333,-0.926333333333334,-0.816666666666667,-0.625333333333333,-0.483333333333333,-0.3,-0.166666666666667,-0.0373333333333335,0.166666666666667,0.3,0.383333333333333,0.442,0.583333333333333,0.65,0.854166666666667,0.95,1.04283333333333,1.183,1.41666666666667,1.58333333333333,1.7,1.84366666666667,2.0505,2.15,2.32833333333333,2.53766666666667,2.66666666666667,3.01666666666667,3.36633333333333,3.68,4.45,4.98333333333333,5.46883333333333,6.318,6.89083333333334,8.67866666666667,9.977,12.847,18.7295,28.3833333333333
"3","05",-24.8333333333333,-16.2803333333333,-15.0133333333333,-13.845,-13.7266666666667,-12.88,-11.044,-10.5226666666667,-10.0446666666667,-9.57133333333334,-9.1,-8.756,-8.046,-7.90733333333333,-7.31,-7.1,-6.956,-6.699,-6.426,-6.21033333333333,-6.08333333333333,-5.88866666666667,-5.676,-5.61666666666667,-5.542,-5.51666666666667,-5.408,-5.291,-5.10133333333333,-4.81733333333333,-4.60666666666667,-4.47133333333333,-4.206,-4.05,-3.988,-3.82,-3.63333333333333,-3.48766666666667,-3.324,-3.08666666666667,-2.98666666666667,-2.906,-2.71266666666667,-2.53766666666667,-2.23466666666667,-2,-1.70666666666667,-1.57066666666667,-1.36733333333333,-1.203,-1.1,-0.983333333333333,-0.857333333333335,-0.611666666666667,-0.508666666666665,-0.364999999999996,-0.166666666666667,0.0190000000000002,0.377333333333333,0.672666666666666,0.793333333333332,1.05,1.08733333333333,1.15866666666667,1.226,1.28833333333333,1.33333333333333,1.39466666666667,1.43933333333333,1.519,1.62333333333333,1.85433333333333,1.974,2.21533333333333,2.316,2.39166666666667,2.55133333333333,2.82466666666666,3.228,3.343,3.40666666666667,3.57066666666667,3.78666666666667,3.88866666666667,4.20333333333333,4.935,5.20533333333333,5.537,5.80866666666667,6.80766666666667,6.97666666666667,7.71266666666666,8.05066666666667,8.186,8.41533333333333,10.2216666666667,10.7266666666667,10.9763333333333,14.2233333333333,15.6333333333333,22.6833333333333
"4","07",-50.5166666666667,-27.3766666666667,-23.982,-22.2983333333333,-20.6546666666667,-19.5866666666667,-18.6313333333333,-17.5833333333333,-16.9306666666667,-16.15,-15.5933333333333,-14.9086666666667,-14.3486666666667,-13.85,-13.3333333333333,-13.0166666666667,-12.7093333333333,-12.45,-12.0833333333333,-11.6256666666667,-11.35,-11.05,-10.642,-10.3,-9.98333333333333,-9.61666666666667,-9.38333333333333,-9.03333333333333,-8.758,-8.43333333333333,-8.09666666666667,-7.71666666666667,-7.45,-7.29633333333333,-7.05,-6.8,-6.61266666666667,-6.43333333333333,-6.25133333333333,-6.1,-5.95,-5.76666666666667,-5.59533333333333,-5.3,-5.134,-4.995,-4.83333333333333,-4.68333333333333,-4.48333333333333,-4.31666666666667,-4.16666666666667,-4.02766666666666,-3.88333333333333,-3.75,-3.61666666666667,-3.46666666666667,-3.31666666666667,-3.21666666666667,-3.05466666666667,-2.93333333333333,-2.8,-2.66666666666667,-2.51666666666667,-2.38333333333333,-2.25,-2.13333333333333,-2.01666666666667,-1.85,-1.73333333333333,-1.56666666666667,-1.43333333333333,-1.26666666666667,-1.12533333333333,-1.01666666666667,-0.916666666666667,-0.8,-0.683333333333333,-0.55,-0.416666666666667,-0.283333333333333,-0.113333333333329,0.00900000000000697,0.216666666666667,0.403666666666671,0.675999999999999,0.95,1.16666666666667,1.53333333333333,1.99866666666667,2.40866666666667,2.92,3.71566666666667,4.31400000000001,5.23100000000002,6.43133333333334,7.455,9.56533333333333,11.5653333333333,14.4473333333333,19.582,33.2333333333333
"5","08",-59.7333333333333,-47.22,-37.8766666666667,-33.7966666666667,-30.5933333333333,-28.5,-25.2833333333333,-23.5333333333333,-22.25,-21.35,-20.4,-19.6033333333333,-18.84,-18.2033333333333,-17.56,-16.9833333333333,-16.4,-15.8666666666667,-15.3433333333333,-14.8966666666667,-14.5,-13.9666666666667,-13.4733333333333,-13,-12.6966666666667,-12.35,-11.9333333333333,-11.6166666666667,-11.31,-10.9633333333333,-10.65,-10.2866666666667,-10,-9.65,-9.36666666666667,-9.11666666666667,-8.85,-8.6,-8.36666666666667,-8.18333333333333,-7.95,-7.71666666666667,-7.5,-7.3,-7.13333333333333,-6.91666666666667,-6.71666666666667,-6.45666666666667,-6.21666666666667,-5.98,-5.75,-5.60333333333333,-5.38333333333333,-5.11666666666667,-4.93333333333333,-4.8,-4.53999999999999,-4.36666666666667,-4.16000000000001,-3.98,-3.83333333333333,-3.66666666666667,-3.48333333333333,-3.32666666666667,-3.13333333333333,-3.01666666666667,-2.9,-2.70666666666666,-2.55,-2.33,-2.1,-1.93666666666667,-1.8,-1.65,-1.5,-1.35,-1.15333333333333,-1,-0.85,-0.613333333333329,-0.433333333333333,-0.216666666666667,-0.0333333333333333,0.1,0.266666666666667,0.5,0.729999999999995,1.08333333333333,1.4,1.75666666666668,2.38333333333333,2.81333333333334,3.31333333333335,3.96333333333334,4.98666666666666,5.76666666666667,6.96333333333334,8.15333333333331,9.63333333333333,13.4533333333333,30.25
"6","09",-51.7166666666667,-28.4266666666667,-24.8833333333333,-23.1226666666667,-21.6833333333333,-20.72,-19.674,-18.7613333333333,-17.9326666666667,-17.0193333333333,-16.4033333333333,-15.95,-15.4,-14.8093333333333,-14.3333333333333,-13.8666666666667,-13.4473333333333,-12.984,-12.6333333333333,-12.2333333333333,-11.8733333333333,-11.4753333333333,-11.1666666666667,-10.796,-10.4666666666667,-10.15,-9.9,-9.57066666666667,-9.2,-8.91666666666667,-8.61,-8.35,-8.064,-7.8,-7.518,-7.33333333333333,-7.05,-6.85,-6.63333333333333,-6.4,-6.21333333333333,-6.05,-5.86666666666667,-5.65,-5.47133333333334,-5.28333333333333,-5.08333333333333,-4.92733333333333,-4.76266666666667,-4.61466666666667,-4.41666666666667,-4.26666666666667,-4.11666666666667,-3.96666666666667,-3.8,-3.63333333333333,-3.46666666666667,-3.33333333333333,-3.2,-3.05,-2.91666666666667,-2.75533333333334,-2.65,-2.45,-2.26666666666667,-2.11666666666667,-1.96533333333333,-1.81666666666667,-1.68333333333333,-1.538,-1.42333333333333,-1.28333333333333,-1.13333333333333,-1.01266666666667,-0.883333333333333,-0.75,-0.616666666666667,-0.483333333333333,-0.35,-0.216666666666667,-0.0666666666666667,0.116666666666667,0.316666666666667,0.5,0.683333333333333,0.95,1.15,1.44266666666667,1.77399999999999,2.13333333333333,2.75333333333333,3.33466666666667,3.88333333333333,4.514,5.54533333333334,6.72000000000001,8.29133333333333,10.256,12.908,16.712,31.0166666666667
"7","10",-56.7666666666667,-28.7595,-23.8536666666667,-21.9333333333333,-20.5486666666667,-19.3608333333333,-18.173,-17.3703333333333,-16.5586666666667,-15.6595,-15.005,-14.4166666666667,-13.8626666666667,-13.3666666666667,-12.85,-12.315,-11.8446666666667,-11.3568333333333,-10.9523333333333,-10.5456666666667,-10.1166666666667,-9.81666666666667,-9.53333333333333,-9.1965,-8.942,-8.58333333333333,-8.36666666666667,-8.03333333333333,-7.81666666666667,-7.45283333333333,-7.25,-7.03333333333333,-6.86666666666667,-6.58333333333333,-6.38333333333333,-6.20916666666667,-6.05,-5.85,-5.66666666666667,-5.48333333333333,-5.28333333333333,-5.13333333333333,-4.95,-4.81666666666667,-4.66866666666666,-4.46666666666667,-4.31666666666667,-4.13333333333333,-3.98333333333333,-3.85,-3.73333333333333,-3.55,-3.35,-3.21666666666667,-3.11666666666667,-2.95,-2.81666666666667,-2.68333333333333,-2.56666666666667,-2.43333333333333,-2.3,-2.18333333333333,-2.06666666666667,-1.94983333333333,-1.81666666666667,-1.68333333333333,-1.6,-1.4485,-1.3,-1.12283333333333,-1.01666666666667,-0.9,-0.766666666666667,-0.616666666666667,-0.5,-0.383333333333333,-0.25,-0.0666666666666667,0.0666666666666667,0.183333333333333,0.366666666666667,0.533333333333333,0.719000000000005,0.9,1.05,1.2325,1.4,1.65,1.91666666666667,2.25,2.705,3.0595,3.45,4.10183333333334,5.28333333333333,6.305,7.21266666666667,8.5365,10.55,14.423,41.9666666666667
"8","100",-27.0833333333333,-18.5516666666667,-16.6366666666667,-15.2,-14.304,-13.4591666666667,-12.7476666666667,-12.25,-11.8333333333333,-11.293,-10.7033333333333,-10.1538333333333,-9.41666666666667,-8.88533333333333,-8.45566666666667,-8.06083333333333,-7.76666666666667,-7.27116666666667,-6.96666666666667,-6.58333333333333,-6.23666666666667,-5.90883333333333,-5.63333333333333,-5.40216666666667,-5.08333333333333,-4.85833333333333,-4.68333333333333,-4.28333333333333,-4.028,-3.8,-3.58333333333333,-3.4,-3.26666666666667,-3.06666666666667,-2.93333333333333,-2.81416666666667,-2.66666666666667,-2.56666666666667,-2.42966666666667,-2.31666666666667,-2.26666666666667,-2.16666666666667,-2.05,-1.97216666666667,-1.88333333333333,-1.8325,-1.75,-1.6595,-1.53333333333333,-1.46666666666667,-1.375,-1.28333333333333,-1.202,-1.1,-1.01666666666667,-0.95,-0.855999999999998,-0.75,-0.666666666666667,-0.583333333333333,-0.516666666666667,-0.433333333333333,-0.366666666666667,-0.316666666666667,-0.25,-0.2,-0.116666666666667,-0.062833333333333,0,0.05,0.116666666666667,0.183333333333333,0.266666666666667,0.366666666666667,0.484333333333332,0.579166666666667,0.633333333333333,0.766666666666667,0.85,0.941833333333333,1.08666666666667,1.18333333333333,1.25,1.33333333333333,1.46666666666667,1.6,1.739,1.96716666666667,2.26666666666667,2.54016666666666,2.685,3.06666666666667,3.5,4.18333333333333,4.76433333333334,5.46833333333334,6.504,7.50966666666665,8.29366666666666,9.78733333333333,27.1
"9","101",-59.0833333333333,-35.3388333333333,-31.4736666666667,-28.3451666666667,-26.2253333333333,-24.7166666666667,-23.6333333333333,-22.5,-21.7833333333333,-20.6833333333333,-19.93,-19.1196666666667,-18.6,-18.0833333333333,-17.5666666666667,-17.0666666666667,-16.7333333333333,-16.2705,-15.8403333333333,-15.3166666666667,-14.9833333333333,-14.5666666666667,-14.0666666666667,-13.65,-13.35,-12.9958333333333,-12.6823333333333,-12.3,-11.9666666666667,-11.6166666666667,-11.3166666666667,-11,-10.7333333333333,-10.5045,-10.2076666666667,-9.91666666666667,-9.62800000000001,-9.3,-9.03333333333333,-8.85,-8.58333333333333,-8.35,-8.11633333333334,-7.91666666666667,-7.71666666666667,-7.50916666666667,-7.26666666666667,-7.09883333333333,-6.91666666666667,-6.76666666666667,-6.58333333333333,-6.35,-6.1,-5.91666666666667,-5.78333333333333,-5.61666666666667,-5.394,-5.18333333333333,-5,-4.83333333333333,-4.6,-4.41666666666667,-4.2,-4.03283333333333,-3.85,-3.7,-3.53333333333333,-3.36666666666667,-3.18333333333333,-3.03333333333333,-2.88833333333333,-2.75816666666667,-2.6,-2.4645,-2.33333333333333,-2.21666666666667,-2.08333333333333,-1.93333333333333,-1.76666666666667,-1.65,-1.53333333333333,-1.36666666666667,-1.243,-1.04616666666666,-0.832666666666667,-0.633333333333333,-0.4,-0.166666666666667,0.0833333333333333,0.319666666666671,0.7,1.01666666666667,1.51666666666667,2.0555,2.79033333333335,3.68250000000001,4.88333333333333,6.45949999999999,8.68566666666667,12.8204999999999,52.8
